"F4000T","UAA","NutsShare","res","x","y"
400,900,0.44,5000,3475,1965
220,600,0.37,5000,3480,1965
260,700,0.37,5000,3485,1965
NA,NA,NA,5000,3500,1965
30,600,0.05,5000,4700,1965
20,400,0.05,5000,4705,1965
20,600,0.03,5000,4720,1965
290,2300,0.13,5000,4725,1965
170,500,0.34,5000,4730,1965
180,600,0.3,5000,4735,1965
0,500,0,5000,4880,1965
NA,NA,NA,5000,4885,1965
20,5000,0,5000,4890,1965
10,2700,0,5000,4895,1965
0,1200,0,5000,4960,1965
10,6000,0,5000,4965,1965
90,2000,0.04,5000,5350,1965
140,2100,0.07,5000,5355,1965
NA,NA,NA,5000,2635,1960
130,2400,0.05,5000,3090,1960
70,2200,0.03,5000,3095,1960
90,1900,0.05,5000,3150,1960
120,2200,0.05,5000,3155,1960
700,1000,0.7,5000,3460,1960
400,700,0.57,5000,3465,1960
500,800,0.62,5000,3470,1960
160,600,0.27,5000,3475,1960
300,700,0.43,5000,3480,1960
150,700,0.21,5000,3485,1960
30,190,0.16,5000,4700,1960
10,300,0.03,5000,4705,1960
NA,NA,NA,5000,4720,1960
40,700,0.06,5000,4725,1960
110,1000,0.11,5000,4730,1960
20,1200,0.02,5000,4735,1960
NA,NA,NA,5000,4880,1960
40,9000,0,5000,4885,1960
NA,NA,NA,5000,4890,1960
0,50,0,5000,4895,1960
0,800,0,5000,4960,1960
NA,NA,NA,5000,4965,1960
400,1100,0.36,5000,5350,1960
100,700,0.14,5000,5355,1960
140,1300,0.11,5000,3120,1955
400,1900,0.21,5000,3125,1955
120,1700,0.07,5000,3130,1955
100,1500,0.07,5000,3135,1955
210,2700,0.08,5000,3180,1955
90,1800,0.05,5000,3185,1955
250,600,0.42,5000,3450,1955
500,900,0.56,5000,3455,1955
600,900,0.67,5000,3460,1955
1000,1300,0.77,5000,3465,1955
500,800,0.62,5000,3470,1955
110,400,0.28,5000,3475,1955
150,500,0.3,5000,3480,1955
300,1100,0.27,5000,3485,1955
140,290,0.48,5000,3490,1955
110,1100,0.1,5000,4770,1955
NA,NA,NA,5000,4775,1955
20,7000,0,5000,4935,1955
60,800,0.07,5000,5350,1955
20,600,0.03,5000,5355,1955
60,1400,0.04,5000,3120,1950
140,2000,0.07,5000,3125,1950
110,1200,0.09,5000,3130,1950
150,1500,0.1,5000,3135,1950
80,2500,0.03,5000,3180,1950
150,4000,0.04,5000,3185,1950
120,400,0.3,5000,3450,1950
250,600,0.42,5000,3455,1950
400,900,0.44,5000,3460,1950
600,900,0.67,5000,3465,1950
400,900,0.44,5000,3470,1950
220,1200,0.18,5000,3475,1950
160,600,0.27,5000,3480,1950
NA,NA,NA,5000,3485,1950
40,900,0.04,5000,4775,1950
0,600,0,5000,4935,1950
NA,NA,NA,5000,5225,1950
40,600,0.07,5000,5350,1950
10,260,0.04,5000,5355,1950
110,200,0.55,5000,5410,1950
70,150,0.47,5000,5415,1950
160,1200,0.13,5000,3130,1945
170,1800,0.09,5000,3135,1945
110,2300,0.05,5000,3140,1945
70,1800,0.04,5000,3145,1945
180,1400,0.13,5000,3190,1945
170,2000,0.09,5000,3195,1945
130,2200,0.06,5000,3200,1945
220,2900,0.08,5000,3205,1945
30,60,0.5,5000,3440,1945
40,160,0.25,5000,3445,1945
30,260,0.12,5000,3450,1945
100,200,0.5,5000,3455,1945
170,400,0.42,5000,3460,1945
200,300,0.67,5000,3465,1945
270,400,0.68,5000,3470,1945
300,800,0.38,5000,3475,1945
40,110,0.36,5000,3480,1945
NA,NA,NA,5000,5040,1945
110,800,0.14,5000,5390,1945
20,230,0.09,5000,5395,1945
10,80,0.12,5000,5400,1945
140,260,0.54,5000,5415,1945
90,160,0.56,5000,5420,1945
120,1300,0.09,5000,3130,1940
140,1400,0.1,5000,3135,1940
40,1000,0.04,5000,3140,1940
40,1300,0.03,5000,3145,1940
40,1400,0.03,5000,3190,1940
150,1800,0.08,5000,3195,1940
170,2200,0.08,5000,3200,1940
170,2100,0.08,5000,3205,1940
20,160,0.12,5000,3440,1940
40,290,0.14,5000,3445,1940
60,290,0.21,5000,3450,1940
120,290,0.41,5000,3455,1940
150,400,0.38,5000,3460,1940
40,200,0.2,5000,3465,1940
50,300,0.17,5000,3470,1940
40,100,0.4,5000,3475,1940
160,800,0.2,5000,5390,1940
500,1900,0.26,5000,5395,1940
20,50,0.4,5000,5400,1940
20,140,0.14,5000,5405,1940
30,130,0.23,5000,5410,1940
300,600,0.5,5000,5415,1940
110,400,0.28,5000,5420,1940
70,1700,0.04,5000,3140,1935
80,2900,0.03,5000,3145,1935
80,2200,0.04,5000,3150,1935
260,4000,0.06,5000,3155,1935
140,4000,0.04,5000,3160,1935
200,2300,0.09,5000,3165,1935
80,1300,0.06,5000,3170,1935
80,1100,0.07,5000,3175,1935
80,1300,0.06,5000,3180,1935
130,3000,0.04,5000,3185,1935
170,2500,0.07,5000,3190,1935
140,1800,0.08,5000,3195,1935
140,1200,0.12,5000,3350,1935
140,800,0.17,5000,3355,1935
130,300,0.43,5000,3370,1935
400,1200,0.33,5000,3375,1935
20,220,0.09,5000,3400,1935
200,700,0.29,5000,3405,1935
500,600,0.83,5000,3410,1935
100,190,0.53,5000,3415,1935
90,1000,0.09,5000,5410,1935
40,400,0.1,5000,5415,1935
90,2000,0.04,5000,3140,1930
130,2800,0.05,5000,3145,1930
120,3000,0.04,5000,3150,1930
300,4000,0.07,5000,3155,1930
120,2300,0.05,5000,3160,1930
160,4000,0.04,5000,3165,1930
230,2300,0.1,5000,3170,1930
200,2800,0.07,5000,3175,1930
50,1200,0.04,5000,3180,1930
80,1900,0.04,5000,3185,1930
40,1800,0.02,5000,3190,1930
80,2100,0.04,5000,3195,1930
40,500,0.08,5000,3350,1930
30,90,0.33,5000,3355,1930
240,1200,0.2,5000,3370,1930
160,700,0.23,5000,3375,1930
50,200,0.25,5000,3400,1930
160,1100,0.15,5000,3405,1930
230,500,0.46,5000,3410,1930
180,700,0.26,5000,3415,1930
20,900,0.02,5000,5410,1930
80,260,0.31,5000,5415,1930
100,2300,0.04,5000,3140,1925
90,1600,0.06,5000,3145,1925
160,2500,0.06,5000,3150,1925
280,2500,0.11,5000,3155,1925
300,2600,0.12,5000,3160,1925
220,2800,0.08,5000,3165,1925
170,1700,0.1,5000,3170,1925
30,1100,0.03,5000,3175,1925
120,2400,0.05,5000,3180,1925
230,2700,0.09,5000,3185,1925
130,2400,0.05,5000,3190,1925
20,1800,0.01,5000,3195,1925
40,400,0.1,5000,3350,1925
30,210,0.14,5000,3355,1925
70,110,0.64,5000,3370,1925
50,500,0.1,5000,3375,1925
60,130,0.46,5000,3400,1925
30,50,0.6,5000,3405,1925
230,1500,0.15,5000,3410,1925
180,600,0.3,5000,3415,1925
90,400,0.22,5000,3420,1925
40,1200,0.03,5000,3425,1925
0,140,0,5000,3430,1925
10,110,0.09,5000,3435,1925
40,500,0.08,5000,5410,1925
NA,NA,NA,5000,5415,1925
30,700,0.04,5000,3140,1920
60,900,0.07,5000,3145,1920
120,1800,0.07,5000,3150,1920
110,1500,0.07,5000,3155,1920
300,1900,0.16,5000,3160,1920
250,3000,0.08,5000,3165,1920
160,2400,0.07,5000,3170,1920
90,1900,0.05,5000,3175,1920
80,1200,0.07,5000,3180,1920
30,2800,0.01,5000,3185,1920
90,2800,0.03,5000,3190,1920
50,1800,0.03,5000,3195,1920
100,700,0.14,5000,3350,1920
220,1400,0.16,5000,3355,1920
300,700,0.43,5000,3370,1920
50,300,0.17,5000,3375,1920
400,500,0.8,5000,3400,1920
250,400,0.62,5000,3405,1920
150,290,0.52,5000,3410,1920
220,1400,0.16,5000,3415,1920
120,700,0.17,5000,3420,1920
100,500,0.2,5000,3425,1920
100,600,0.17,5000,3430,1920
80,150,0.53,5000,3435,1920
40,900,0.04,5000,5410,1920
180,1300,0.14,5000,5415,1920
30,600,0.05,5000,3150,1915
110,1500,0.07,5000,3155,1915
300,1700,0.18,5000,3160,1915
200,2300,0.09,5000,3165,1915
110,1900,0.06,5000,3170,1915
230,1800,0.13,5000,3175,1915
50,1800,0.03,5000,3180,1915
60,2500,0.02,5000,3185,1915
130,1800,0.07,5000,3190,1915
30,2200,0.01,5000,3195,1915
80,1800,0.04,5000,3200,1915
50,2500,0.02,5000,3205,1915
30,1200,0.03,5000,3210,1915
50,1500,0.03,5000,3215,1915
200,600,0.33,5000,3340,1915
500,1700,0.29,5000,3345,1915
230,500,0.46,5000,3390,1915
240,400,0.6,5000,3395,1915
180,250,0.72,5000,3400,1915
90,200,0.45,5000,3405,1915
0,30,0,5000,5005,1915
0,20,0,5000,5140,1915
30,1700,0.02,5000,5400,1915
50,2300,0.02,5000,5405,1915
NA,NA,NA,5000,5440,1915
60,300,0.2,5000,5445,1915
NA,NA,NA,5000,5450,1915
0,100,0,5000,5715,1915
80,1500,0.05,5000,3150,1910
160,2200,0.07,5000,3155,1910
250,2400,0.1,5000,3160,1910
80,1000,0.08,5000,3165,1910
150,1200,0.12,5000,3170,1910
70,1100,0.06,5000,3175,1910
110,2300,0.05,5000,3180,1910
60,1300,0.05,5000,3185,1910
190,1300,0.15,5000,3190,1910
50,1900,0.03,5000,3195,1910
90,2600,0.03,5000,3200,1910
90,2400,0.04,5000,3205,1910
80,2200,0.04,5000,3210,1910
20,2100,0.01,5000,3215,1910
250,1800,0.14,5000,3340,1910
600,1100,0.55,5000,3345,1910
400,1300,0.31,5000,3390,1910
600,1000,0.6,5000,3395,1910
700,1200,0.58,5000,3400,1910
130,700,0.19,5000,3405,1910
0,40,0,5000,5005,1910
30,1600,0.02,5000,5400,1910
20,3000,0.01,5000,5405,1910
NA,NA,NA,5000,5440,1910
50,300,0.17,5000,5445,1910
120,500,0.24,5000,5450,1910
10,30,0.33,5000,5455,1910
290,1300,0.22,5000,3110,1905
190,1400,0.14,5000,3115,1905
80,1500,0.05,5000,3160,1905
70,1400,0.05,5000,3165,1905
40,1800,0.02,5000,3220,1905
60,3000,0.02,5000,3225,1905
30,1900,0.02,5000,3230,1905
30,2200,0.01,5000,3235,1905
60,1600,0.04,5000,3290,1905
260,2300,0.11,5000,3295,1905
170,1700,0.1,5000,3300,1905
100,900,0.11,5000,3305,1905
230,2100,0.11,5000,3310,1905
120,1200,0.1,5000,3315,1905
240,1100,0.22,5000,3320,1905
80,250,0.32,5000,3325,1905
NA,NA,NA,5000,3330,1905
500,2200,0.23,5000,3335,1905
800,1600,0.5,5000,3340,1905
600,1300,0.46,5000,3345,1905
600,1600,0.38,5000,3350,1905
900,1700,0.53,5000,3355,1905
300,1700,0.18,5000,3390,1905
70,600,0.12,5000,3395,1905
300,1400,0.21,5000,3400,1905
230,2000,0.12,5000,3405,1905
80,1000,0.08,5000,3410,1905
30,210,0.14,5000,3415,1905
10,100,0.1,5000,3420,1905
10,110,0.09,5000,3425,1905
30,400,0.07,5000,4760,1905
20,500,0.04,5000,4765,1905
100,140,0.71,5000,5450,1905
150,260,0.58,5000,5455,1905
40,1500,0.03,5000,3110,1900
90,1600,0.06,5000,3115,1900
100,2600,0.04,5000,3160,1900
260,2400,0.11,5000,3165,1900
50,2200,0.02,5000,3220,1900
50,1900,0.03,5000,3225,1900
70,1500,0.05,5000,3230,1900
10,1400,0.01,5000,3235,1900
70,1400,0.05,5000,3290,1900
100,1500,0.07,5000,3295,1900
300,4000,0.07,5000,3300,1900
170,1700,0.1,5000,3305,1900
500,2600,0.19,5000,3310,1900
400,1600,0.25,5000,3315,1900
400,1200,0.33,5000,3320,1900
130,500,0.26,5000,3325,1900
NA,NA,NA,5000,3330,1900
230,1400,0.16,5000,3335,1900
300,1400,0.21,5000,3340,1900
400,1300,0.31,5000,3345,1900
400,1400,0.29,5000,3350,1900
400,1700,0.24,5000,3355,1900
20,700,0.03,5000,3390,1900
20,1100,0.02,5000,3395,1900
20,1100,0.02,5000,3400,1900
70,1100,0.06,5000,3405,1900
20,600,0.03,5000,3410,1900
10,500,0.02,5000,3415,1900
20,500,0.04,5000,3420,1900
30,180,0.17,5000,3425,1900
30,500,0.06,5000,5450,1900
20,230,0.09,5000,5455,1900
50,1000,0.05,5000,3120,1895
130,2200,0.06,5000,3125,1895
80,1600,0.05,5000,3140,1895
50,1300,0.04,5000,3145,1895
30,1500,0.02,5000,3230,1895
40,1500,0.03,5000,3235,1895
90,1700,0.05,5000,3240,1895
80,1000,0.08,5000,3245,1895
80,1500,0.05,5000,3250,1895
110,1400,0.08,5000,3255,1895
150,1100,0.14,5000,3260,1895
160,1900,0.08,5000,3265,1895
160,1300,0.12,5000,3270,1895
400,2500,0.16,5000,3275,1895
110,900,0.12,5000,3280,1895
130,1600,0.08,5000,3285,1895
180,1800,0.1,5000,3290,1895
150,4000,0.04,5000,3295,1895
260,2500,0.1,5000,3300,1895
180,1100,0.16,5000,3305,1895
280,1400,0.2,5000,3310,1895
800,1700,0.47,5000,3315,1895
1200,2100,0.57,5000,3320,1895
300,1200,0.25,5000,3325,1895
140,1500,0.09,5000,3340,1895
280,1700,0.16,5000,3345,1895
170,1300,0.13,5000,3350,1895
110,1400,0.08,5000,3355,1895
170,1500,0.11,5000,3360,1895
160,700,0.23,5000,3365,1895
10,170,0.06,5000,3390,1895
20,1300,0.02,5000,3395,1895
20,800,0.03,5000,3400,1895
10,800,0.01,5000,3405,1895
0,2100,0,5000,4780,1895
0,210,0,5000,5150,1895
0,700,0,5000,5155,1895
30,1400,0.02,5000,3120,1890
90,2000,0.04,5000,3125,1890
60,1900,0.03,5000,3140,1890
100,2200,0.05,5000,3145,1890
200,1400,0.14,5000,3230,1890
140,1100,0.13,5000,3235,1890
140,1400,0.1,5000,3240,1890
130,1300,0.1,5000,3245,1890
90,1800,0.05,5000,3250,1890
80,1500,0.05,5000,3255,1890
170,1100,0.15,5000,3260,1890
250,1400,0.18,5000,3265,1890
220,1500,0.15,5000,3270,1890
200,1100,0.18,5000,3275,1890
260,1800,0.14,5000,3280,1890
160,2300,0.07,5000,3285,1890
200,1800,0.11,5000,3290,1890
90,2600,0.03,5000,3295,1890
280,2300,0.12,5000,3300,1890
500,2400,0.21,5000,3305,1890
500,2300,0.22,5000,3310,1890
400,1500,0.27,5000,3315,1890
700,1600,0.44,5000,3320,1890
NA,NA,NA,5000,3325,1890
170,1100,0.15,5000,3340,1890
160,1700,0.09,5000,3345,1890
50,1500,0.03,5000,3350,1890
80,1500,0.05,5000,3355,1890
270,2000,0.14,5000,3360,1890
40,1000,0.04,5000,3365,1890
80,600,0.13,5000,3390,1890
60,1200,0.05,5000,3395,1890
50,900,0.06,5000,3400,1890
20,500,0.04,5000,3405,1890
NA,NA,NA,5000,4780,1890
0,110,0,5000,5155,1890
110,3000,0.04,5000,3210,1885
110,2200,0.05,5000,3215,1885
40,1800,0.02,5000,3220,1885
190,2200,0.09,5000,3225,1885
100,1200,0.08,5000,3230,1885
290,2000,0.14,5000,3235,1885
190,1100,0.17,5000,3270,1885
240,1600,0.15,5000,3275,1885
200,2000,0.1,5000,3280,1885
70,2600,0.03,5000,3285,1885
90,1800,0.05,5000,3290,1885
160,2200,0.07,5000,3295,1885
400,2500,0.16,5000,3300,1885
500,2200,0.23,5000,3305,1885
600,2600,0.23,5000,3310,1885
500,1900,0.26,5000,3315,1885
400,1200,0.33,5000,3320,1885
400,800,0.5,5000,3325,1885
90,600,0.15,5000,3340,1885
270,1000,0.27,5000,3345,1885
400,1000,0.4,5000,3390,1885
160,1400,0.11,5000,3395,1885
80,800,0.1,5000,3400,1885
40,1000,0.04,5000,3405,1885
230,2900,0.08,5000,3210,1880
260,2300,0.11,5000,3215,1880
110,3000,0.04,5000,3220,1880
70,1100,0.06,5000,3225,1880
220,2900,0.08,5000,3230,1880
300,1500,0.2,5000,3235,1880
290,2700,0.11,5000,3270,1880
210,1100,0.19,5000,3275,1880
100,1800,0.06,5000,3280,1880
60,2500,0.02,5000,3285,1880
70,1500,0.05,5000,3290,1880
130,1600,0.08,5000,3295,1880
400,2900,0.14,5000,3300,1880
400,2300,0.17,5000,3305,1880
290,1500,0.19,5000,3310,1880
280,2100,0.13,5000,3315,1880
300,2000,0.15,5000,3320,1880
600,1600,0.38,5000,3325,1880
50,500,0.1,5000,3340,1880
60,300,0.2,5000,3345,1880
100,600,0.17,5000,3390,1880
160,900,0.18,5000,3395,1880
60,1100,0.05,5000,3400,1880
20,800,0.03,5000,3405,1880
0,230,0,5000,5580,1880
120,3000,0.04,5000,2880,1875
30,1800,0.02,5000,2885,1875
60,2500,0.02,5000,2890,1875
10,1700,0.01,5000,2895,1875
30,1700,0.02,5000,3130,1875
80,2500,0.03,5000,3135,1875
200,1000,0.2,5000,3270,1875
120,800,0.15,5000,3275,1875
240,2800,0.09,5000,3280,1875
210,1900,0.11,5000,3285,1875
70,1400,0.05,5000,3290,1875
210,2100,0.1,5000,3295,1875
300,1600,0.19,5000,3300,1875
500,1800,0.28,5000,3305,1875
160,1600,0.1,5000,3310,1875
230,1900,0.12,5000,3315,1875
300,2000,0.15,5000,3320,1875
270,2700,0.1,5000,3325,1875
230,2000,0.12,5000,3330,1875
130,240,0.54,5000,3335,1875
40,400,0.1,5000,3380,1875
120,500,0.24,5000,3385,1875
40,500,0.08,5000,3390,1875
50,1000,0.05,5000,3395,1875
50,1800,0.03,5000,3400,1875
10,800,0.01,5000,3405,1875
300,800,0.38,5000,3700,1875
300,700,0.43,5000,3705,1875
500,1400,0.36,5000,3710,1875
400,1500,0.27,5000,3715,1875
20,1300,0.02,5000,3720,1875
150,1500,0.1,5000,3725,1875
110,800,0.14,5000,3730,1875
NA,NA,NA,5000,3735,1875
20,4000,0,5000,4850,1875
0,1200,0,5000,4855,1875
180,1900,0.09,5000,2880,1870
120,1800,0.07,5000,2885,1870
90,2600,0.03,5000,2890,1870
30,1600,0.02,5000,2895,1870
190,2300,0.08,5000,3130,1870
130,2700,0.05,5000,3135,1870
50,1200,0.04,5000,3270,1870
220,1700,0.13,5000,3275,1870
230,1800,0.13,5000,3280,1870
140,2100,0.07,5000,3285,1870
150,2400,0.06,5000,3290,1870
400,2800,0.14,5000,3295,1870
250,1700,0.15,5000,3300,1870
210,2300,0.09,5000,3305,1870
140,2200,0.06,5000,3310,1870
400,2200,0.18,5000,3315,1870
160,1300,0.12,5000,3320,1870
230,2000,0.12,5000,3325,1870
170,2100,0.08,5000,3330,1870
60,800,0.07,5000,3335,1870
50,230,0.22,5000,3380,1870
50,800,0.06,5000,3385,1870
20,800,0.03,5000,3390,1870
20,800,0.03,5000,3395,1870
50,700,0.07,5000,3400,1870
40,600,0.07,5000,3405,1870
600,1300,0.46,5000,3700,1870
400,1600,0.25,5000,3705,1870
120,1100,0.11,5000,3710,1870
130,1000,0.13,5000,3715,1870
100,2500,0.04,5000,3720,1870
160,1200,0.13,5000,3725,1870
140,1000,0.14,5000,3730,1870
130,1000,0.13,5000,3735,1870
20,1000,0.02,5000,4845,1870
0,210,0,5000,4850,1870
0,1300,0,5000,4855,1870
80,1800,0.04,5000,2890,1865
20,1400,0.01,5000,2895,1865
300,1400,0.21,5000,3120,1865
240,2800,0.09,5000,3125,1865
110,1700,0.06,5000,3230,1865
210,1800,0.12,5000,3235,1865
400,2500,0.16,5000,3310,1865
210,2300,0.09,5000,3315,1865
190,1700,0.11,5000,3330,1865
70,3000,0.02,5000,3335,1865
20,120,0.17,5000,3370,1865
60,140,0.43,5000,3375,1865
30,900,0.03,5000,3400,1865
10,400,0.03,5000,3405,1865
260,400,0.65,5000,3680,1865
260,600,0.43,5000,3685,1865
500,1100,0.45,5000,3690,1865
300,500,0.6,5000,3695,1865
120,1000,0.12,5000,3710,1865
120,1400,0.09,5000,3715,1865
140,1300,0.11,5000,3720,1865
110,1300,0.08,5000,3725,1865
70,1300,0.05,5000,3730,1865
500,1500,0.33,5000,3735,1865
NA,NA,NA,5000,5310,1865
110,1400,0.08,5000,2890,1860
30,1900,0.02,5000,2895,1860
70,1100,0.06,5000,3120,1860
70,1800,0.04,5000,3125,1860
170,1300,0.13,5000,3230,1860
100,1100,0.09,5000,3235,1860
120,1000,0.12,5000,3310,1860
120,1200,0.1,5000,3315,1860
210,1200,0.17,5000,3330,1860
180,1300,0.14,5000,3335,1860
NA,NA,NA,5000,3370,1860
10,800,0.01,5000,3400,1860
10,900,0.01,5000,3405,1860
70,400,0.17,5000,3685,1860
120,800,0.15,5000,3690,1860
60,800,0.07,5000,3695,1860
130,1000,0.13,5000,3710,1860
170,1700,0.1,5000,3715,1860
100,1100,0.09,5000,3720,1860
60,1100,0.05,5000,3725,1860
100,1100,0.09,5000,3730,1860
300,1500,0.2,5000,3735,1860
10,160,0.06,5000,5310,1860
10,50,0.2,5000,5315,1860
80,1400,0.06,5000,3120,1855
60,2100,0.03,5000,3125,1855
70,2300,0.03,5000,3320,1855
140,1400,0.1,5000,3325,1855
160,1500,0.11,5000,3330,1855
290,1700,0.17,5000,3335,1855
170,1000,0.17,5000,3700,1855
180,1100,0.16,5000,3705,1855
190,1400,0.14,5000,3710,1855
200,1400,0.14,5000,3715,1855
150,1200,0.12,5000,3720,1855
70,1200,0.06,5000,3725,1855
90,1600,0.06,5000,3730,1855
150,1300,0.12,5000,3735,1855
100,1500,0.07,5000,3120,1850
150,1400,0.11,5000,3125,1850
130,1700,0.08,5000,3320,1850
110,2600,0.04,5000,3325,1850
240,1300,0.18,5000,3330,1850
250,900,0.28,5000,3335,1850
260,1300,0.2,5000,3700,1850
120,600,0.2,5000,3705,1850
170,700,0.24,5000,3710,1850
140,900,0.16,5000,3715,1850
190,1800,0.11,5000,3720,1850
50,1700,0.03,5000,3725,1850
130,1300,0.1,5000,3730,1850
240,900,0.27,5000,3735,1850
40,900,0.04,5000,3120,1845
190,2900,0.07,5000,3125,1845
190,1200,0.16,5000,3695,1845
110,800,0.14,5000,3700,1845
270,1000,0.27,5000,3705,1845
300,1000,0.3,5000,3710,1845
400,1200,0.33,5000,3715,1845
180,1600,0.11,5000,3720,1845
40,1200,0.03,5000,3725,1845
200,900,0.22,5000,3730,1845
250,800,0.31,5000,3735,1845
0,300,0,5000,4190,1845
0,600,0,5000,4195,1845
110,2500,0.04,5000,4870,1845
50,500,0.1,5000,4875,1845
130,500,0.26,5000,5370,1845
260,1400,0.19,5000,5375,1845
50,900,0.06,5000,5380,1845
400,4000,0.1,5000,5385,1845
90,1700,0.05,5000,5390,1845
10,600,0.02,5000,5395,1845
40,1000,0.04,5000,5410,1845
0,270,0,5000,5415,1845
40,1600,0.03,5000,3120,1840
30,1500,0.02,5000,3125,1840
NA,NA,NA,5000,3690,1840
400,2400,0.17,5000,3695,1840
400,1400,0.29,5000,3700,1840
200,1500,0.13,5000,3705,1840
230,1100,0.21,5000,3710,1840
70,1300,0.05,5000,3715,1840
70,1600,0.04,5000,3720,1840
210,1500,0.14,5000,3725,1840
280,500,0.56,5000,3730,1840
190,700,0.27,5000,3735,1840
70,800,0.09,5000,4870,1840
NA,NA,NA,5000,4875,1840
60,800,0.07,5000,5370,1840
190,1300,0.15,5000,5375,1840
30,1100,0.03,5000,5380,1840
90,1500,0.06,5000,5385,1840
50,1900,0.03,5000,5390,1840
30,500,0.06,5000,5395,1840
30,90,0.33,5000,5415,1840
60,2500,0.02,5000,3190,1835
40,1500,0.03,5000,3195,1835
500,2000,0.25,5000,3260,1835
300,1900,0.16,5000,3265,1835
80,800,0.1,5000,3340,1835
140,1300,0.11,5000,3345,1835
0,120,0,5000,4835,1835
NA,NA,NA,5000,5540,1835
20,800,0.03,5000,5545,1835
30,1900,0.02,5000,3190,1830
70,1700,0.04,5000,3195,1830
250,1200,0.21,5000,3260,1830
500,2500,0.2,5000,3265,1830
180,1800,0.1,5000,3340,1830
110,1200,0.09,5000,3345,1830
10,90,0.11,5000,5540,1830
60,1000,0.06,5000,5545,1830
140,500,0.28,5000,3270,1825
500,1300,0.38,5000,3275,1825
30,1600,0.02,5000,3330,1825
50,600,0.08,5000,3335,1825
10,1000,0.01,5000,5550,1825
NA,NA,NA,5000,5555,1825
NA,NA,NA,5000,2665,1820
250,400,0.62,5000,3270,1820
500,1600,0.31,5000,3275,1820
60,1000,0.06,5000,3330,1820
190,1300,0.15,5000,3335,1820
0,90,0,5000,3440,1820
0,800,0,5000,5550,1820
20,500,0.04,5000,5555,1820
150,250,0.6,5000,3270,1815
1000,1500,0.67,5000,3275,1815
700,2100,0.33,5000,3280,1815
280,800,0.35,5000,3285,1815
140,300,0.47,5000,3370,1815
160,1000,0.16,5000,3375,1815
NA,NA,NA,5000,3390,1815
70,600,0.12,5000,3395,1815
70,700,0.1,5000,3400,1815
60,800,0.07,5000,3405,1815
40,1200,0.03,5000,3410,1815
40,1000,0.04,5000,3415,1815
30,200,0.15,5000,3570,1815
30,300,0.1,5000,3575,1815
90,300,0.3,5000,3580,1815
30,140,0.21,5000,3585,1815
250,1400,0.18,5000,3270,1810
400,1500,0.27,5000,3275,1810
400,1400,0.29,5000,3280,1810
400,1200,0.33,5000,3285,1810
500,1500,0.33,5000,3370,1810
300,1500,0.2,5000,3375,1810
90,1300,0.07,5000,3390,1810
30,400,0.07,5000,3395,1810
40,500,0.08,5000,3400,1810
20,500,0.04,5000,3405,1810
30,600,0.05,5000,3410,1810
20,400,0.05,5000,3415,1810
120,400,0.3,5000,3570,1810
70,600,0.12,5000,3575,1810
70,600,0.12,5000,3580,1810
70,500,0.14,5000,3585,1810
30,70,0.43,5000,3590,1810
50,130,0.38,5000,3260,1805
140,300,0.47,5000,3265,1805
900,1900,0.47,5000,3290,1805
700,2200,0.32,5000,3295,1805
700,1500,0.47,5000,3300,1805
260,1700,0.15,5000,3305,1805
250,1000,0.25,5000,3310,1805
300,2300,0.13,5000,3315,1805
50,900,0.06,5000,3320,1805
70,900,0.08,5000,3325,1805
220,1800,0.12,5000,3330,1805
60,1100,0.05,5000,3335,1805
70,400,0.17,5000,3360,1805
200,1200,0.17,5000,3365,1805
60,700,0.09,5000,3400,1805
30,290,0.1,5000,3405,1805
80,800,0.1,5000,3410,1805
30,600,0.05,5000,3415,1805
10,600,0.02,5000,3420,1805
30,400,0.07,5000,3425,1805
10,1000,0.01,5000,3430,1805
10,400,0.03,5000,3435,1805
80,270,0.3,5000,3560,1805
80,600,0.13,5000,3565,1805
70,500,0.14,5000,3570,1805
30,400,0.07,5000,3575,1805
130,290,0.45,5000,3260,1800
230,700,0.33,5000,3265,1800
300,1300,0.23,5000,3290,1800
500,1700,0.29,5000,3295,1800
800,4000,0.2,5000,3300,1800
600,1300,0.46,5000,3305,1800
400,1600,0.25,5000,3310,1800
210,1800,0.12,5000,3315,1800
300,1800,0.17,5000,3320,1800
190,1700,0.11,5000,3325,1800
50,1600,0.03,5000,3330,1800
130,1300,0.1,5000,3335,1800
70,500,0.14,5000,3360,1800
90,1000,0.09,5000,3365,1800
NA,NA,NA,5000,3400,1800
30,290,0.1,5000,3405,1800
40,600,0.07,5000,3410,1800
30,400,0.07,5000,3415,1800
60,500,0.12,5000,3420,1800
10,220,0.05,5000,3425,1800
10,70,0.14,5000,3430,1800
40,190,0.21,5000,3435,1800
160,700,0.23,5000,3560,1800
40,170,0.24,5000,3565,1800
50,290,0.17,5000,3570,1800
30,300,0.1,5000,3575,1800
0,30,0,5000,5540,1800
500,1500,0.33,5000,3250,1795
230,500,0.46,5000,3255,1795
190,1300,0.15,5000,3260,1795
300,1400,0.21,5000,3265,1795
290,1700,0.17,5000,3310,1795
300,1900,0.16,5000,3315,1795
400,2200,0.18,5000,3320,1795
210,1100,0.19,5000,3325,1795
160,900,0.18,5000,3330,1795
500,1700,0.29,5000,3335,1795
140,500,0.28,5000,3340,1795
30,250,0.12,5000,3345,1795
190,1500,0.13,5000,3350,1795
120,700,0.17,5000,3355,1795
160,1500,0.11,5000,3370,1795
