"UAAXK0000_ORG","UAA","res","x","y"
800,9000,10000,4290,3630
1900,7000,10000,4280,3620
700,8000,10000,4290,3620
NA,NA,10000,4640,3550
NA,NA,10000,4480,3540
800,2800,10000,5100,3530
800,2900,10000,5120,3530
1200,6000,10000,5130,3530
1600,8000,10000,5140,3530
800,7000,10000,5170,3530
600,7000,10000,5180,3530
800,5000,10000,5190,3530
0,1300,10000,4770,3520
NA,NA,10000,4950,3520
1000,4000,10000,5100,3520
900,6000,10000,5120,3520
600,4000,10000,5130,3520
900,6000,10000,5170,3520
900,7000,10000,5180,3520
800,6000,10000,5190,3520
500,6000,10000,4960,3510
600,6000,10000,4970,3510
700,5000,10000,5000,3510
230,6000,10000,5010,3510
800,7000,10000,5120,3510
700,5000,10000,5130,3510
600,8000,10000,5140,3510
1000,7000,10000,5150,3510
1000,4000,10000,5170,3510
240,3000,10000,5180,3510
180,700,10000,5190,3510
0,500,10000,5250,3510
400,6000,10000,4960,3500
800,7000,10000,4970,3500
900,6000,10000,5000,3500
600,6000,10000,5010,3500
1000,6000,10000,5120,3500
500,5000,10000,5130,3500
500,7000,10000,5140,3500
150,3000,10000,5160,3500
100,1000,10000,5170,3500
600,6000,10000,4960,3490
1700,6000,10000,4970,3490
400,5000,10000,4980,3490
700,2700,10000,4990,3490
300,10000,10000,5020,3490
400,9000,10000,5030,3490
500,3000,10000,5080,3490
400,7000,10000,5090,3490
1400,7000,10000,5100,3490
1500,6000,10000,5110,3490
600,3000,10000,5120,3490
800,5000,10000,5130,3490
1100,7000,10000,4960,3480
2200,6000,10000,4970,3480
1100,6000,10000,4980,3480
800,7000,10000,4990,3480
900,6000,10000,5020,3480
500,7000,10000,5030,3480
900,6000,10000,5080,3480
300,3000,10000,5090,3480
600,2800,10000,5100,3480
300,4000,10000,5110,3480
800,8000,10000,5120,3480
800,4000,10000,5130,3480
1400,5000,10000,4980,3470
1800,7000,10000,4990,3470
400,3000,10000,5000,3470
1100,4000,10000,5010,3470
700,4000,10000,5020,3470
1000,7000,10000,5030,3470
230,7000,10000,5200,3470
220,3000,10000,5210,3470
1200,4000,10000,4980,3460
1500,6000,10000,4990,3460
800,3000,10000,5000,3460
700,4000,10000,5010,3460
260,4000,10000,5020,3460
700,4000,10000,5030,3460
500,5000,10000,5200,3460
700,1600,10000,4740,3450
900,3000,10000,4750,3450
5000,22000,10000,5000,3450
1300,5000,10000,5010,3450
280,6000,10000,5200,3450
800,5000,10000,5210,3450
1100,4000,10000,4750,3440
700,4000,10000,5000,3440
NA,NA,10000,5010,3440
300,5000,10000,5200,3440
400,8000,10000,5210,3440
700,1700,10000,4700,3430
600,6000,10000,4710,3430
1200,3000,10000,4720,3430
600,1800,10000,4730,3430
1100,5000,10000,4740,3430
600,1500,10000,4750,3430
1300,7000,10000,5100,3430
300,7000,10000,5120,3430
300,8000,10000,5130,3430
700,7000,10000,4700,3420
500,5000,10000,4710,3420
1400,6000,10000,4720,3420
900,5000,10000,4730,3420
1700,6000,10000,4740,3420
2000,5000,10000,4750,3420
400,6000,10000,5100,3420
600,8000,10000,5110,3420
500,7000,10000,5120,3420
300,7000,10000,5130,3420
400,6000,10000,4700,3410
1500,5000,10000,4710,3410
800,4000,10000,4720,3410
1400,2800,10000,4730,3410
3000,6000,10000,4740,3410
1100,3000,10000,4750,3410
1200,4000,10000,5000,3410
800,4000,10000,5010,3410
300,7000,10000,5120,3410
500,7000,10000,5130,3410
2100,7000,10000,4700,3400
500,2600,10000,4710,3400
800,2700,10000,4720,3400
2600,6000,10000,4730,3400
1400,4000,10000,4740,3400
400,1500,10000,4750,3400
180,8000,10000,5000,3400
400,8000,10000,5010,3400
190,9000,10000,5120,3400
120,6000,10000,5130,3400
1600,6000,10000,4700,3390
1200,6000,10000,4710,3390
800,1900,10000,4710,3380
110,6000,10000,5040,3330
140,7000,10000,5050,3330
230,6000,10000,5040,3320
120,6000,10000,5050,3320
170,4000,10000,5220,3290
400,4000,10000,5230,3290
600,8000,10000,5220,3280
600,6000,10000,5230,3280
140,4000,10000,5220,3270
250,7000,10000,5230,3270
200,8000,10000,5220,3260
250,6000,10000,5230,3260
500,6000,10000,4020,3230
NA,NA,10000,4030,3230
80,1700,10000,4020,3220
0,600,10000,4030,3220
1000,5000,10000,4660,3190
900,6000,10000,4670,3190
400,2200,10000,4660,3180
1000,6000,10000,4670,3180
NA,NA,10000,5300,3180
700,6000,10000,4240,3170
500,4000,10000,4250,3170
1100,4000,10000,4240,3160
400,5000,10000,4250,3160
800,1800,10000,4200,3110
500,1100,10000,4210,3110
210,5000,10000,5220,3110
160,7000,10000,5230,3110
700,2800,10000,4200,3100
400,2100,10000,4210,3100
140,5000,10000,5230,3100
700,2700,10000,4140,3090
600,3000,10000,4150,3090
260,5000,10000,5200,3090
300,3000,10000,5210,3090
1100,3000,10000,4140,3080
800,2900,10000,4150,3080
120,6000,10000,5200,3080
140,5000,10000,5210,3080
900,2300,10000,4140,3070
1000,2900,10000,4150,3070
1200,6000,10000,4700,3070
900,3000,10000,4710,3070
1400,4000,10000,4140,3060
800,3000,10000,4150,3060
500,7000,10000,4700,3060
600,4000,10000,4710,3060
800,3000,10000,4050,3050
1700,4000,10000,4180,3050
1700,3000,10000,4190,3050
700,5000,10000,4240,3050
1200,4000,10000,4250,3050
2000,6000,10000,4260,3050
1300,5000,10000,4270,3050
300,4000,10000,4300,3050
700,5000,10000,4310,3050
700,3000,10000,4040,3040
800,3000,10000,4050,3040
500,5000,10000,4180,3040
1000,4000,10000,4190,3040
600,5000,10000,4240,3040
1300,2700,10000,4250,3040
1200,2500,10000,4260,3040
1500,5000,10000,4270,3040
800,6000,10000,4300,3040
1100,4000,10000,4310,3040
1200,4000,10000,4000,3030
800,1700,10000,4010,3030
1000,2000,10000,4020,3030
1400,3000,10000,4030,3030
1900,5000,10000,4040,3030
1500,5000,10000,4050,3030
1000,4000,10000,4280,3030
1300,5000,10000,4290,3030
1000,5000,10000,4330,3030
800,5000,10000,4340,3030
0,6000,10000,4350,3030
NA,NA,10000,5240,3030
900,3000,10000,4000,3020
1300,2700,10000,4010,3020
900,4000,10000,4020,3020
1000,4000,10000,4030,3020
1300,4000,10000,4040,3020
500,5000,10000,4050,3020
1200,5000,10000,4280,3020
1100,4000,10000,4290,3020
500,1100,10000,4320,3020
900,7000,10000,4330,3020
500,5000,10000,4340,3020
1200,8000,10000,4350,3020
1400,8000,10000,3880,3010
1200,4000,10000,3890,3010
1000,4000,10000,4300,3010
900,3000,10000,4310,3010
800,4000,10000,4340,3010
700,5000,10000,4350,3010
900,2500,10000,4420,3010
1100,3000,10000,4430,3010
1500,3000,10000,4800,3010
2200,2800,10000,4810,3010
800,6000,10000,3880,3000
900,5000,10000,3890,3000
1000,4000,10000,4300,3000
1200,5000,10000,4310,3000
400,6000,10000,4340,3000
1300,6000,10000,4350,3000
1300,4000,10000,4420,3000
700,5000,10000,4430,3000
1000,6000,10000,4800,3000
1700,6000,10000,4810,3000
1000,6000,10000,3480,2990
700,8000,10000,3490,2990
700,5000,10000,4000,2990
900,6000,10000,4010,2990
500,2800,10000,4100,2990
150,800,10000,4110,2990
2400,5000,10000,4320,2990
1000,5000,10000,4330,2990
900,7000,10000,3480,2980
900,7000,10000,3490,2980
900,6000,10000,4000,2980
800,4000,10000,4010,2980
270,3000,10000,4100,2980
500,2200,10000,4110,2980
1800,8000,10000,4320,2980
1300,6000,10000,4330,2980
600,2100,10000,3980,2970
500,2800,10000,3990,2970
400,8000,10000,4180,2970
230,7000,10000,4190,2970
500,4000,10000,4300,2970
700,4000,10000,4310,2970
270,1400,10000,4380,2970
300,4000,10000,4390,2970
1000,2600,10000,3980,2960
1700,4000,10000,3990,2960
800,7000,10000,4180,2960
500,8000,10000,4190,2960
2400,6000,10000,4300,2960
800,2300,10000,4310,2960
600,5000,10000,4380,2960
700,5000,10000,4390,2960
0,900,10000,3470,2950
600,3000,10000,3340,2940
800,3000,10000,3350,2940
300,2200,10000,3360,2940
0,600,10000,3470,2940
220,5000,10000,3360,2930
800,7000,10000,3480,2930
800,8000,10000,3490,2930
700,9000,10000,3500,2930
900,8000,10000,3510,2930
700,4000,10000,4300,2930
600,5000,10000,4310,2930
900,3000,10000,4420,2930
800,3000,10000,4430,2930
900,6000,10000,3360,2920
300,4000,10000,3370,2920
900,8000,10000,3480,2920
500,7000,10000,3490,2920
400,7000,10000,3500,2920
900,8000,10000,3510,2920
900,5000,10000,4300,2920
1100,7000,10000,4310,2920
900,5000,10000,4420,2920
300,4000,10000,4430,2920
600,4000,10000,4420,2910
400,5000,10000,4430,2910
1500,4000,10000,4560,2910
800,4000,10000,4570,2910
1200,6000,10000,4420,2900
1400,5000,10000,4430,2900
1800,4000,10000,4560,2900
2200,4000,10000,4570,2900
800,4000,10000,4420,2890
900,6000,10000,4430,2890
600,4000,10000,4440,2890
700,4000,10000,4450,2890
700,4000,10000,4460,2890
230,4000,10000,4470,2890
1000,5000,10000,4480,2890
400,4000,10000,4490,2890
600,5000,10000,4420,2880
700,5000,10000,4430,2880
1000,6000,10000,4440,2880
900,6000,10000,4450,2880
600,5000,10000,4460,2880
900,4000,10000,4470,2880
500,4000,10000,4480,2880
270,3000,10000,4490,2880
NA,NA,10000,3230,2870
500,6000,10000,3300,2870
400,6000,10000,3310,2870
700,4000,10000,3320,2870
1500,5000,10000,3330,2870
2300,5000,10000,4100,2870
2700,7000,10000,4110,2870
220,2600,10000,4280,2870
300,2400,10000,4290,2870
500,2600,10000,4300,2870
900,4000,10000,4310,2870
900,6000,10000,4700,2870
1200,5000,10000,4710,2870
4000,6000,10000,4730,2870
800,6000,10000,3300,2860
700,6000,10000,3310,2860
800,6000,10000,3320,2860
900,5000,10000,3330,2860
1400,7000,10000,4100,2860
2200,7000,10000,4110,2860
500,3000,10000,4280,2860
300,4000,10000,4290,2860
300,4000,10000,4300,2860
700,5000,10000,4310,2860
1300,7000,10000,4700,2860
1300,5000,10000,4710,2860
2900,6000,10000,4720,2860
1600,5000,10000,4730,2860
0,2400,10000,5290,2860
500,5000,10000,3280,2850
500,6000,10000,3290,2850
700,8000,10000,3440,2850
600,6000,10000,3450,2850
600,4000,10000,3460,2850
600,6000,10000,3470,2850
1000,7000,10000,3480,2850
700,8000,10000,3490,2850
500,2300,10000,4560,2850
500,5000,10000,4570,2850
3000,4000,10000,4640,2850
4000,6000,10000,4650,2850
2300,5000,10000,4680,2850
1300,6000,10000,4690,2850
1500,6000,10000,4700,2850
900,2900,10000,4710,2850
1600,5000,10000,4720,2850
2400,5000,10000,4730,2850
2400,7000,10000,4740,2850
2200,8000,10000,4750,2850
1000,8000,10000,4760,2850
1500,8000,10000,4770,2850
600,4000,10000,4800,2850
800,13000,10000,4810,2850
400,5000,10000,5240,2850
200,4000,10000,5250,2850
70,4000,10000,5290,2850
NA,NA,10000,3280,2840
500,6000,10000,3290,2840
600,5000,10000,3440,2840
600,2000,10000,3450,2840
1600,6000,10000,3460,2840
900,5000,10000,3470,2840
600,9000,10000,3480,2840
700,7000,10000,3490,2840
800,5000,10000,4560,2840
500,5000,10000,4570,2840
2600,4000,10000,4640,2840
5000,7000,10000,4650,2840
900,6000,10000,4690,2840
500,4000,10000,4700,2840
900,2300,10000,4710,2840
1500,5000,10000,4720,2840
2300,5000,10000,4730,2840
2500,8000,10000,4740,2840
900,7000,10000,4750,2840
500,4000,10000,4760,2840
1300,5000,10000,4770,2840
1300,6000,10000,4800,2840
800,8000,10000,4810,2840
300,5000,10000,5240,2840
500,6000,10000,5250,2840
20,7000,10000,5280,2840
160,9000,10000,5290,2840
400,6000,10000,5300,2840
40,11000,10000,5310,2840
600,5000,10000,3440,2830
800,6000,10000,3450,2830
600,3000,10000,4320,2830
700,4000,10000,4330,2830
300,4000,10000,4580,2830
500,4000,10000,4590,2830
800,3000,10000,4630,2830
1300,2300,10000,4660,2830
500,4000,10000,4700,2830
400,4000,10000,4710,2830
1200,6000,10000,4720,2830
500,2700,10000,4730,2830
1000,5000,10000,4740,2830
1400,7000,10000,4750,2830
1000,5000,10000,4760,2830
1300,8000,10000,4770,2830
1000,7000,10000,4780,2830
700,6000,10000,4790,2830
1100,5000,10000,4800,2830
1900,6000,10000,4810,2830
1000,6000,10000,3440,2820
500,6000,10000,3450,2820
600,7000,10000,4320,2820
600,7000,10000,4330,2820
500,6000,10000,4580,2820
500,3000,10000,4590,2820
1200,5000,10000,4640,2820
300,1600,10000,4690,2820
1200,4000,10000,4700,2820
800,5000,10000,4710,2820
400,2100,10000,4720,2820
400,2700,10000,4730,2820
210,5000,10000,4740,2820
500,5000,10000,4750,2820
800,7000,10000,4760,2820
1000,6000,10000,4770,2820
400,3000,10000,4780,2820
1400,7000,10000,4790,2820
2500,6000,10000,4800,2820
600,6000,10000,3380,2810
700,5000,10000,3390,2810
400,6000,10000,3400,2810
800,5000,10000,3410,2810
500,7000,10000,3440,2810
800,7000,10000,3450,2810
700,5000,10000,4400,2810
400,6000,10000,4410,2810
700,5000,10000,4420,2810
1200,6000,10000,4430,2810
300,6000,10000,4460,2810
400,6000,10000,4470,2810
800,7000,10000,4480,2810
900,6000,10000,4490,2810
600,6000,10000,4500,2810
400,8000,10000,4510,2810
300,6000,10000,4580,2810
600,5000,10000,4590,2810
600,5000,10000,4610,2810
1400,5000,10000,4620,2810
800,3000,10000,4680,2810
400,1300,10000,4690,2810
400,4000,10000,4700,2810
300,2800,10000,4710,2810
400,4000,10000,4740,2810
400,7000,10000,4750,2810
2600,9000,10000,4800,2810
1900,7000,10000,4810,2810
2600,6000,10000,4820,2810
1200,4000,10000,4830,2810
400,7000,10000,5280,2810
2100,8000,10000,5290,2810
1100,5000,10000,3380,2800
800,7000,10000,3390,2800
1000,6000,10000,3400,2800
700,5000,10000,3410,2800
1000,6000,10000,3440,2800
1100,7000,10000,3450,2800
800,5000,10000,4400,2800
600,6000,10000,4410,2800
2000,9000,10000,4420,2800
1200,8000,10000,4430,2800
600,7000,10000,4460,2800
280,6000,10000,4470,2800
800,8000,10000,4480,2800
400,7000,10000,4490,2800
170,6000,10000,4500,2800
700,6000,10000,4510,2800
700,8000,10000,4580,2800
500,7000,10000,4590,2800
800,8000,10000,4600,2800
600,6000,10000,4610,2800
1100,6000,10000,4620,2800
800,4000,10000,4630,2800
300,2600,10000,4640,2800
600,5000,10000,4650,2800
800,5000,10000,4660,2800
900,6000,10000,4670,2800
400,3000,10000,4680,2800
800,3000,10000,4690,2800
240,3000,10000,4700,2800
500,4000,10000,4710,2800
300,7000,10000,4740,2800
600,6000,10000,4750,2800
1500,4000,10000,4800,2800
500,10000,10000,4810,2800
1600,6000,10000,4820,2800
1100,5000,10000,4830,2800
180,8000,10000,5280,2800
500,6000,10000,5290,2800
2200,8000,10000,3420,2790
1900,10000,10000,3430,2790
1300,7000,10000,3440,2790
1200,7000,10000,3450,2790
1100,8000,10000,3480,2790
1600,8000,10000,3490,2790
1400,7000,10000,3500,2790
1100,7000,10000,3510,2790
1200,7000,10000,3520,2790
1200,9000,10000,3530,2790
400,1600,10000,4160,2790
600,2700,10000,4170,2790
600,2100,10000,4180,2790
300,1400,10000,4190,2790
800,5000,10000,4200,2790
500,5000,10000,4210,2790
700,5000,10000,4220,2790
900,5000,10000,4230,2790
600,5000,10000,4260,2790
900,4000,10000,4270,2790
700,4000,10000,4340,2790
500,5000,10000,4350,2790
500,5000,10000,4400,2790
700,6000,10000,4410,2790
700,7000,10000,4480,2790
300,6000,10000,4490,2790
500,7000,10000,4560,2790
800,6000,10000,4570,2790
700,7000,10000,4580,2790
1200,6000,10000,4590,2790
700,6000,10000,4600,2790
800,6000,10000,4610,2790
600,5000,10000,4620,2790
400,6000,10000,4630,2790
1700,7000,10000,4640,2790
240,7000,10000,4650,2790
700,6000,10000,4660,2790
500,6000,10000,4670,2790
500,6000,10000,4680,2790
400,4000,10000,4690,2790
3000,9000,10000,4700,2790
1000,5000,10000,4710,2790
500,8000,10000,4720,2790
400,5000,10000,4730,2790
600,5000,10000,4740,2790
600,4000,10000,4750,2790
220,900,10000,4780,2790
1700,4000,10000,4790,2790
3000,7000,10000,4800,2790
1500,5000,10000,4810,2790
3000,6000,10000,4820,2790
4000,9000,10000,4830,2790
2600,6000,10000,3420,2780
1700,4000,10000,3430,2780
2700,8000,10000,3440,2780
1600,8000,10000,3450,2780
800,8000,10000,3480,2780
1300,7000,10000,3490,2780
700,8000,10000,3500,2780
1000,7000,10000,3510,2780
1100,7000,10000,3520,2780
1300,6000,10000,3530,2780
900,4000,10000,4160,2780
500,2900,10000,4170,2780
600,1400,10000,4180,2780
900,2900,10000,4190,2780
400,4000,10000,4200,2780
600,5000,10000,4210,2780
600,3000,10000,4220,2780
1000,3000,10000,4230,2780
1000,4000,10000,4260,2780
700,5000,10000,4270,2780
600,4000,10000,4340,2780
900,7000,10000,4350,2780
500,5000,10000,4400,2780
900,5000,10000,4410,2780
1000,6000,10000,4480,2780
800,5000,10000,4490,2780
300,4000,10000,4560,2780
700,5000,10000,4570,2780
1000,4000,10000,4580,2780
700,6000,10000,4600,2780
400,6000,10000,4610,2780
500,7000,10000,4620,2780
400,8000,10000,4630,2780
600,7000,10000,4640,2780
500,6000,10000,4650,2780
600,7000,10000,4660,2780
500,7000,10000,4670,2780
800,6000,10000,4680,2780
1000,6000,10000,4690,2780
1000,7000,10000,4700,2780
1500,6000,10000,4710,2780
1000,5000,10000,4720,2780
1500,4000,10000,4730,2780
700,1800,10000,4780,2780
4000,7000,10000,4790,2780
3000,6000,10000,4800,2780
2700,8000,10000,4810,2780
1200,1900,10000,4820,2780
2900,7000,10000,3420,2770
1200,7000,10000,3430,2770
2400,8000,10000,3440,2770
1200,4000,10000,3450,2770
700,7000,10000,3500,2770
500,8000,10000,3510,2770
240,4000,10000,4160,2770
400,2000,10000,4170,2770
800,2500,10000,4180,2770
1100,2500,10000,4190,2770
800,5000,10000,4360,2770
800,6000,10000,4370,2770
900,5000,10000,4380,2770
800,5000,10000,4390,2770
500,4000,10000,4400,2770
500,4000,10000,4410,2770
600,5000,10000,4480,2770
900,6000,10000,4490,2770
300,7000,10000,4500,2770
800,6000,10000,4510,2770
900,6000,10000,4520,2770
1200,5000,10000,4530,2770
1600,6000,10000,4540,2770
1700,6000,10000,4550,2770
300,3000,10000,4570,2770
1100,6000,10000,4580,2770
600,4000,10000,4590,2770
210,6000,10000,4600,2770
230,6000,10000,4610,2770
500,8000,10000,4620,2770
1300,7000,10000,4630,2770
1000,6000,10000,4640,2770
1000,4000,10000,4650,2770
1400,6000,10000,4660,2770
1300,3000,10000,4700,2770
1200,3000,10000,4710,2770
1700,5000,10000,4780,2770
600,4000,10000,4790,2770
1500,6000,10000,4800,2770
800,2700,10000,4810,2770
1400,8000,10000,5280,2770
1000,5000,10000,5290,2770
1300,7000,10000,3420,2760
900,6000,10000,3430,2760
900,6000,10000,3440,2760
1000,6000,10000,3450,2760
700,7000,10000,3500,2760
400,5000,10000,3510,2760
400,2500,10000,4160,2760
900,4000,10000,4170,2760
1700,4000,10000,4180,2760
400,1100,10000,4190,2760
700,6000,10000,4360,2760
800,7000,10000,4370,2760
600,4000,10000,4380,2760
900,6000,10000,4390,2760
1000,2200,10000,4400,2760
700,4000,10000,4410,2760
800,5000,10000,4480,2760
800,5000,10000,4490,2760
700,5000,10000,4500,2760
400,5000,10000,4510,2760
700,6000,10000,4520,2760
700,5000,10000,4530,2760
2700,6000,10000,4540,2760
1000,4000,10000,4570,2760
400,4000,10000,4580,2760
500,3000,10000,4590,2760
180,4000,10000,4600,2760
600,4000,10000,4610,2760
900,5000,10000,4620,2760
900,3000,10000,4630,2760
600,2200,10000,4640,2760
700,2400,10000,4650,2760
1000,1900,10000,4670,2760
900,2000,10000,4680,2760
1000,1500,10000,4690,2760
300,500,10000,4700,2760
400,700,10000,4710,2760
1400,2900,10000,4780,2760
1700,6000,10000,4790,2760
4000,5000,10000,4810,2760
150,900,10000,4820,2760
1900,6000,10000,4830,2760
400,4000,10000,5280,2760
400,5000,10000,5290,2760
1000,7000,10000,3500,2750
1200,5000,10000,3510,2750
400,7000,10000,4140,2750
700,2500,10000,4150,2750
900,2500,10000,4160,2750
400,1000,10000,4170,2750
1600,2400,10000,4180,2750
800,3000,10000,4190,2750
700,6000,10000,4240,2750
1300,6000,10000,4250,2750
500,4000,10000,4260,2750
700,6000,10000,4270,2750
400,5000,10000,4280,2750
190,3000,10000,4290,2750
800,4000,10000,4320,2750
600,6000,10000,4330,2750
1300,6000,10000,4340,2750
1300,6000,10000,4350,2750
1200,5000,10000,4360,2750
1200,7000,10000,4370,2750
600,2800,10000,4380,2750
900,5000,10000,4390,2750
700,6000,10000,4400,2750
800,2600,10000,4410,2750
700,4000,10000,4420,2750
1500,4000,10000,4430,2750
1300,4000,10000,4440,2750
1400,4000,10000,4450,2750
800,6000,10000,4460,2750
300,5000,10000,4470,2750
400,4000,10000,4480,2750
1100,5000,10000,4490,2750
700,6000,10000,4530,2750
1400,4000,10000,4540,2750
300,1400,10000,4580,2750
130,400,10000,4590,2750
NA,NA,10000,4620,2750
400,1200,10000,4630,2750
500,900,10000,4710,2750
900,2100,10000,4760,2750
1100,3000,10000,4770,2750
500,2700,10000,4780,2750
130,600,10000,4790,2750
140,7000,10000,5280,2750
400,6000,10000,5290,2750
600,7000,10000,3500,2740
1300,7000,10000,3510,2740
300,4000,10000,4140,2740
500,1200,10000,4150,2740
800,2600,10000,4160,2740
1400,1800,10000,4170,2740
500,1300,10000,4180,2740
900,2900,10000,4190,2740
700,4000,10000,4240,2740
800,3000,10000,4250,2740
1600,7000,10000,4260,2740
1300,5000,10000,4270,2740
800,6000,10000,4280,2740
700,4000,10000,4290,2740
1500,6000,10000,4320,2740
1300,7000,10000,4340,2740
2300,7000,10000,4350,2740
2100,6000,10000,4360,2740
1200,5000,10000,4370,2740
1500,6000,10000,4380,2740
900,4000,10000,4390,2740
1500,6000,10000,4400,2740
700,3000,10000,4410,2740
800,2300,10000,4420,2740
1500,4000,10000,4430,2740
900,4000,10000,4440,2740
600,4000,10000,4470,2740
1200,5000,10000,4480,2740
1100,4000,10000,4490,2740
1200,2700,10000,4520,2740
700,2400,10000,4530,2740
500,3000,10000,4540,2740
1200,2400,10000,4550,2740
500,1000,10000,4570,2740
290,1300,10000,4580,2740
230,400,10000,4590,2740
600,1500,10000,4630,2740
0,190,10000,4710,2740
500,2500,10000,4760,2740
400,3000,10000,4770,2740
700,3000,10000,4780,2740
600,4000,10000,4790,2740
130,6000,10000,5280,2740
90,6000,10000,5290,2740
1900,8000,10000,3420,2730
900,3000,10000,3430,2730
1400,4000,10000,3440,2730
1700,4000,10000,3450,2730
700,8000,10000,3480,2730
1200,8000,10000,3490,2730
1400,9000,10000,3500,2730
1000,8000,10000,3510,2730
600,5000,10000,3560,2730
400,5000,10000,3570,2730
500,2600,10000,4160,2730
1100,2700,10000,4170,2730
900,7000,10000,4200,2730
400,2900,10000,4210,2730
170,2300,10000,4260,2730
800,5000,10000,4270,2730
1300,6000,10000,4280,2730
900,6000,10000,4290,2730
1400,7000,10000,4300,2730
1600,6000,10000,4310,2730
1500,4000,10000,4320,2730
1500,3000,10000,4330,2730
1600,6000,10000,4340,2730
1900,5000,10000,4350,2730
1400,5000,10000,4370,2730
1300,5000,10000,4380,2730
1600,6000,10000,4390,2730
1400,3000,10000,4480,2730
900,1000,10000,4490,2730
1900,3000,10000,4500,2730
NA,NA,10000,4510,2730
210,1300,10000,4540,2730
280,900,10000,4720,2730
400,2200,10000,4730,2730
120,600,10000,4760,2730
700,2500,10000,4770,2730
1100,4000,10000,4780,2730
900,4000,10000,4790,2730
1100,4000,10000,4800,2730
1500,6000,10000,4810,2730
1400,8000,10000,3420,2720
1700,6000,10000,3430,2720
2200,6000,10000,3440,2720
1700,8000,10000,3450,2720
500,8000,10000,3480,2720
900,8000,10000,3490,2720
800,4000,10000,3500,2720
700,8000,10000,3510,2720
400,4000,10000,3560,2720
300,2900,10000,3570,2720
500,2600,10000,4160,2720
900,3000,10000,4170,2720
900,4000,10000,4200,2720
1100,4000,10000,4210,2720
500,3000,10000,4260,2720
300,1100,10000,4270,2720
190,2000,10000,4280,2720
500,5000,10000,4290,2720
1100,6000,10000,4310,2720
1800,5000,10000,4320,2720
1700,6000,10000,4340,2720
1700,5000,10000,4350,2720
1200,8000,10000,4360,2720
1100,5000,10000,4370,2720
900,4000,10000,4380,2720
400,2300,10000,4390,2720
1900,4000,10000,4480,2720
1200,1800,10000,4500,2720
900,1300,10000,4510,2720
400,1300,10000,4540,2720
1200,1600,10000,4560,2720
500,2200,10000,4720,2720
400,1800,10000,4730,2720
600,2000,10000,4760,2720
1200,5000,10000,4780,2720
1100,2900,10000,4790,2720
1800,2200,10000,4800,2720
1000,3000,10000,4810,2720
2200,9000,10000,3500,2710
600,7000,10000,3510,2710
300,5000,10000,4200,2710
800,5000,10000,4220,2710
600,6000,10000,4230,2710
900,6000,10000,4240,2710
1000,5000,10000,4250,2710
1100,7000,10000,4260,2710
210,2900,10000,4270,2710
250,1600,10000,4290,2710
500,1800,10000,4460,2710
600,4000,10000,4470,2710
1800,4000,10000,4490,2710
1600,2600,10000,4510,2710
600,700,10000,4520,2710
NA,NA,10000,4530,2710
1200,1600,10000,4570,2710
500,700,10000,4580,2710
1000,2300,10000,4610,2710
1000,2800,10000,4620,2710
1300,2400,10000,4630,2710
500,1000,10000,4680,2710
700,2900,10000,4690,2710
400,1400,10000,4700,2710
500,1600,10000,4710,2710
500,2700,10000,4740,2710
600,4000,10000,4750,2710
900,4000,10000,4760,2710
900,4000,10000,4770,2710
600,3000,10000,4780,2710
800,2200,10000,4790,2710
1100,9000,10000,3500,2700
1600,9000,10000,3510,2700
300,3000,10000,4200,2700
0,3000,10000,4210,2700
300,3000,10000,4220,2700
1400,5000,10000,4230,2700
400,6000,10000,4240,2700
1400,6000,10000,4250,2700
600,5000,10000,4260,2700
190,4000,10000,4270,2700
800,4000,10000,4280,2700
260,6000,10000,4290,2700
1300,6000,10000,4300,2700
700,10000,10000,4310,2700
1300,6000,10000,4460,2700
1500,4000,10000,4470,2700
900,4000,10000,4500,2700
700,1400,10000,4510,2700
1700,2500,10000,4520,2700
2800,4000,10000,4560,2700
2200,5000,10000,4590,2700
1300,3000,10000,4610,2700
400,700,10000,4620,2700
NA,NA,10000,4680,2700
600,1900,10000,4690,2700
300,900,10000,4700,2700
NA,NA,10000,4710,2700
600,3000,10000,4740,2700
600,3000,10000,4750,2700
300,4000,10000,4760,2700
500,5000,10000,4770,2700
1000,4000,10000,4780,2700
1400,5000,10000,4790,2700
800,3000,10000,4100,2690
1500,5000,10000,4110,2690
1200,4000,10000,4150,2690
500,5000,10000,4180,2690
1000,4000,10000,4190,2690
800,2200,10000,4200,2690
900,2500,10000,4210,2690
700,6000,10000,4220,2690
900,5000,10000,4230,2690
1200,5000,10000,4240,2690
2000,6000,10000,4250,2690
1400,5000,10000,4280,2690
900,6000,10000,4290,2690
900,7000,10000,4460,2690
NA,NA,10000,4470,2690
800,1500,10000,4500,2690
800,1800,10000,4510,2690
2000,3000,10000,4520,2690
2300,4000,10000,4530,2690
2000,3000,10000,4540,2690
2100,4000,10000,4550,2690
2000,3000,10000,4560,2690
1300,3000,10000,4570,2690
NA,NA,10000,4640,2690
600,1400,10000,4650,2690
1100,2000,10000,4660,2690
900,1700,10000,4670,2690
1000,4000,10000,4680,2690
700,2500,10000,4690,2690
NA,NA,10000,4700,2690
270,900,10000,4710,2690
900,3000,10000,4720,2690
900,4000,10000,4730,2690
300,4000,10000,4740,2690
600,4000,10000,4750,2690
220,5000,10000,4760,2690
160,4000,10000,4770,2690
190,2000,10000,4780,2690
1200,2200,10000,4790,2690
